restaurant,address,city,state,zipcode,inspection_date,score,latitude,longitude
108 Desert,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
B109,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B111,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Front Porch Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Cafe 2091 Eatery,2091 Headland DR STE B,Atlanta,GA,30344,2019-07-15,100,33.6895171,-84.4567978
East Club Main Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
East Club Bourbon Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
North Loge Main Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
North Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B208,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
South Bar,1 Phillips DR,Atlanta,GA,30303,2018-12-18,99,33.6999032,-84.3537590
Main Bar,1 Phillips DR,Atlanta,GA,30303,2018-12-18,100,33.6999032,-84.3537590
Southeast Tower Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Atlanta Social Bridge Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Atlanta Social Outboard Bar,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Atlanta Social South Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Atlanta Social North Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
P100B,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
P218B,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
P204B,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B201,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B203,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B216,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
B224,1 State Farm DR,Atlanta,GA,30303,2019-11-07,100,33.7572331,-84.3963403
West Club North Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
West Club South Bar,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Media Dining,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Players Dining Room,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Family Room,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
114 BBQ Pit,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Baltimore Crab & Seafood dba Bella,3220 Butner RD STE 250,Atlanta,GA,30331,2019-06-27,91,33.6669113,-84.5490622
Creative Cravings,3330 Martin Luther King Jr DR STE A,Atlanta,GA,30331,2019-03-20,84,33.7541571,-84.4973200
113 Grill,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
120 Chicken,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
121 Grill,1 STATE FARM DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
102 Pizza,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
103 Mexican,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
City Tap House-CT4 Midtown Atlanta LLC,848 Peachtree ST NW,Atlanta,GA,30308,2019-04-17,93,33.7778634,-84.3847178
Streatery,809 Hollywood RD,Atlanta,GA,30318,2019-07-22,99,33.7773377,-84.4501254
"4431 Hugh Howell Road, LLC dba The Greater Good Barbecue",1021 Howell Mill RD,Atlanta,GA,30318,2018-11-29,96,33.7826476,-84.4113015
215 Pizza,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
225 BBQ,1 State Farm DR,Atlanta,GA,30303,2019-11-07,100,33.7572331,-84.3963403
Little Tart Bakeshop & Softie,68 Georgia AVE SE,Atlanta,GA,30312,2019-07-01,96,33.7369522,-84.3856762
P204F,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
West Club Tasting Table,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
West Club Main Action Station,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
East Club Grill,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
East Club Pizza,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
North Loge Kitchen,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
McDonald's,2929 Peachtree RD NE,Atlanta,GA,30305,2020-02-18,100,33.8351278,-84.3816795
"Taqueria/BP Alpharetta, Inc",11425 Haynes Bridge RD,Alpharetta,GA,30009,2019-12-02,80,34.0610956,-84.2890814
McDonald's,3324 Northside PKWY,Atlanta,GA,30327,2018-12-21,97,33.8470337,-84.4295344
Marguerite Jerk Bistro,1039 Grant ST STE B16,Atlanta,GA,30315,2019-11-21,90,33.7258352,-84.3769365
North Loge West Action Station,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
North Loge East Action Station,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
A Pantry,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
B Pantry,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
South Food Station - Extended off B Pantry,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
North Food Station - Extended off B Pantry,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
C Pantry - Extended,1 State Farm RD,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
North Swing Suite,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
South Swing Suite,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Party Deck West,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
220 Chicken,1 State Farm DR,Atlanta,GA,30303,2019-11-07,100,33.7572331,-84.3963403
221 Grill,1 State Farm DR,Atlanta,GA,30303,2019-11-07,100,33.7572331,-84.3963403
226 Chicken,1 State Farm DR,Atlanta,GA,30303,2019-11-07,100,33.7572331,-84.3963403
227 Grill,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
Premium Portable Bar 1,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
ETUK CART,1 STATE FARM DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
NORTH LOGE PARTY DECK BAR,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
114 Chicken,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
P116 F-N,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
107 Grill,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
109 Pizza,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Atlanta Social Grill,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Atlanta Social Pizza,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
Atlanta Social Kitchen,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
211 Grill,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
118 Grill,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
117 Pizza,1 State Farm DR,Atlanta,GA,30303,2019-11-06,100,33.7572331,-84.3963403
110 Chicken,1 State Farm DR,Atlanta,GA,30303,2020-03-11,91,33.7572331,-84.3963403
Cultivate Food & Coffee,1952 Howell Mill RD STE 200,Atlanta,GA,30318,2019-04-16,89,33.8079204,-84.4130779
US DELI,902 Donald Lee Hollowell PKWY STE A,Atlanta,GA,30318,2019-09-23,91,33.7726851,-84.4167048
Joaney's Little Yellow Food Wagon,5053 Memorial DR STE B,Stone Mountain,GA,30083,2019-05-23,83,33.7927400,-84.2268939
OooWee Just Taste It,1469 Campbellton RD BLDG A,Atlanta,GA,30331,2019-06-03,100,33.7140633,-84.4365903
P116F-S,1 State Farm DR,Atlanta,GA,30303,2020-03-11,100,33.7572331,-84.3963403
"'Cue Commissary, LLC",700 Hembree PL STE A,Roswell,GA,30076,2019-02-27,100,34.0596604,-84.3194430
North Point Mall Carnival-Wade Food,1000 N Point CIR,Alpharetta,GA,30022,2018-06-01,100,34.0484137,-84.2938403
Davinci Donuts,3393 Peachtree RD,Atlanta,GA,30326,2019-02-19,100,33.8465156,-84.3626785
Shade Street Food & Bar,10 S Broad ST,Alpharetta,GA,30009,2019-05-23,96,34.0750561,-84.2940954
DBA Green & Grill (Jedadiah Inc),63 Broad ST,Atlanta,GA,30309,2020-01-24,93,33.7555969,-84.3892133
The Art Institute of Atlanta Kitchen 500,6600 Peachtree Dunwoody RD STE 100,Atlanta,GA,30328,2019-12-06,100,33.9387408,-84.3547800
The Art Institute of Atlanta Kitchen 500 Catering,6600 Peachtree Dunwoody RD STE 100,Atlanta,GA,30328,2019-12-06,100,33.9387408,-84.3547800
The Art Institute of Atlanta (A La Carte Kitchen),6600 Peachtree Dunwoody RD STE 100,Atlanta,GA,30328,2019-12-06,100,33.9387408,-84.3547800
The Art Institute of Atlanta (A La Carte Kitchen) Catering,6600 Peachtree Dunwoody RD STE 100,Atlanta,GA,30328,2019-12-06,100,33.9387408,-84.3547800
Taquito Express,5005 Windward PKWY,Alpharetta,GA,30004,2019-12-06,85,34.0936950,-84.2788045
Union City Fish & Wings Inc.,5022 Roosevelt HWY UNIT 2,Union City,GA,30291,2019-10-08,99,33.5939461,-84.5489691
Wing Heaven,7490 Old National HWY STE 700,Riverdale,GA,30274,2019-11-26,87,33.5530075,-84.4643544
Alto Senior Living Buckhead 1st Floor,4804 Roswell RD,Atlanta,GA,30342,2019-10-15,99,33.8857461,-84.3821247
Flippin Pizza,5230 Windward PKWY STE 105,Alpharetta,GA,30004,2019-10-23,92,34.0912539,-84.2752008
Bury The Hatchet,6450 Roswell RD STE 250,Atlanta,GA,30328,2019-11-13,100,33.9312413,-84.3807352
VAS Kouzina,942 Alpharetta ST,Roswell,GA,30075,2019-10-11,92,34.0243309,-84.3609208
Gusto Westside,1299 Northside DR BLDG 300,Atlanta,GA,30318,2019-07-16,100,33.7909037,-84.4075408
Together Deli,11877 Douglas RD STE 103,Alpharetta,GA,30005,2018-09-21,95,34.0705796,-84.2068889
Wing Go,3278 Washington RD,Atlanta,GA,30344,2019-07-17,91,33.6665310,-84.4657120
Krystal,415 Moreland AVE,Atlanta,GA,30316,2019-10-07,88,33.7426950,-84.3496119
Del Taco,850 Mansell RD,Roswell,GA,30076,2019-03-12,100,34.0431717,-84.3390644
Halsa Cafe,11090 Serenbe LN STE 100,Palmetto,GA,30268,2020-01-08,100,33.5170119,-84.7399440
"King of Pops Bar and Good Grub, LLC Ext",675 Ponce De Leon AVE NE STE N145,Atlanta,GA,30308,2019-09-04,100,33.7725970,-84.3655413
Canopy by Hilton Atlanta Midtown,1414 W Peachtree ST NW,Atlanta,GA,30308,2020-01-07,91,33.7930976,-84.3880539
Midtown Moon Kitchen & Bar 2,1492 Piedmont AVE STE F,Atlanta,GA,30309,2018-08-28,97,33.7957003,-84.3708211
Eurest Dining Services-Georgia Building Authority,244 Washington ST,Atlanta,GA,30334,2019-05-08,97,33.7482344,-84.3895964
Chippers,659 Atlanta ST,Roswell,GA,30075,2019-12-04,94,34.0167195,-84.3623994
Jamerican Bar & Grill,4847 Old National HWY,Atlanta,GA,30337,2019-11-06,96,33.6237800,-84.4767655
Old Lady Gang II,3650 Marketplace BLVD STE 950 & 960,Atlanta,GA,30334,2019-11-26,100,33.6578738,-84.5015894
Woodi Cafe,111 James P Brawley FL 1st,Atlanta,GA,30314,2019-04-23,97,33.7515405,-84.4135685
Jack Gerblick: Lil Bites Food truck,2715 Peachtree SQ,Atlanta,GA,30306,2019-06-12,100,33.9251371,-84.2754065
Dippin Dots- 304 Commissary,1 AMB DR,Atlanta,GA,30313,2019-07-10,100,33.7554029,-84.4008922
Dippin Dots- 107 Portable,1 AMB DR,Atlanta,GA,30313,2019-02-02,100,33.7554029,-84.4008922
Dippin Dots- 126 Portable,1 AMB DR,Atlanta,GA,30313,2018-07-24,100,33.7554029,-84.4008922
The Grub Hub Cafe,236 Forsyth ST SW,Atlanta,GA,30303,2018-10-04,100,33.7481261,-84.3967051
Dippin Dots- 216 Portable,1 AMB DR,Atlanta,GA,30313,2019-02-02,100,33.7554029,-84.4008922
Dippin Dots- 226 Portable,1 AMB DR,Atlanta,GA,30313,2019-02-02,100,33.7554029,-84.4008922
Olive Bistro Midtown,1075 Peachtree ST STE 4,Atlanta,GA,30309,2019-04-08,86,33.7838324,-84.3826206
Colony Square Chickfila Kiosk,1197 Peachtree ST,Atlanta,GA,30309,2019-02-21,96,33.7869047,-84.3826649
Marco's Pizza,12030 Etris RD STE C-100,Roswell,GA,30075,2019-09-23,100,34.0735479,-84.3621324
Auntie Anne's/Planet Smoothie,1000 Northpoint CIR SPC 2018,Alpharetta,GA,30022,2019-12-09,100,34.0484137,-84.2938403
Cafe India,3630 Old Milton PKWY STE 120,Alpharetta,GA,30005,2019-02-20,97,34.0654176,-84.2537921
Jimmy Johns,2900 Peachtree RD NW STE 11,Atlanta,GA,30305,2020-01-09,100,33.8341737,-84.3828407
Jimmy Johns,3324 Peachtree RD,Atlanta,GA,30328,2019-12-12,95,33.8455184,-84.3689686
Jimmy Johns,2450 Piedmont RD NE,Atlanta,GA,30324,2019-06-21,99,33.8228857,-84.3677590
Jimmy Johns,1921 Peachtree RD NE,Atlanta,GA,30309,2019-05-14,91,33.8147576,-84.3918268
Atlanta Metropolitan State College,1630 Metropolitan PKWY,Atlanta,GA,30310,2019-10-10,98,33.7098439,-84.4054456
Wings Your Way d/b/a Simply House of Flava,3556 Empire BLVD,Atlanta,GA,30354,2019-02-03,100,33.6571582,-84.3909375
American Deli,4733 Jonesboro RD STE 130,Union City,GA,30291,2019-08-08,96,33.5710221,-84.5404672
Vickery Rose,295 E Crossville RD,Roswell,GA,30075,2019-10-07,100,34.0503568,-84.3705674
AMC Camp Creek 14,3760 Princeton Lake PKWY,Atlanta,GA,30331,2020-01-06,90,33.6583320,-84.5100182
Fresco Cantina Grill,10779 Alpharetta HWY STE 160,Roswell,GA,30076,2019-10-10,100,34.0421279,-84.3399082
McDonlad's#4605,4605 Jonesboro RD,Union City,GA,30291,2019-04-23,89,33.5686208,-84.5381502
Buteco Food Truck,1039 Grant ST SE STE C-10,Atlanta,GA,30315,2019-04-22,91,33.7258352,-84.3769365
American Deli,2631 Main ST,Atlanta,GA,30344,2019-06-03,94,33.6832046,-84.4409803
Moe's Southwest Grill,6090 Roswell RD,Atlanta,GA,30328,2019-11-20,91,33.9215247,-84.3795650
The Raw Experience,5975 Roswell RD STE 205,Atlanta,GA,30328,2019-06-14,96,33.9185300,-84.3779526
Ju-C Bar,8851 Roswell RD,Atlanta,GA,30350,2019-03-12,100,33.9995968,-84.3493558
Church's Chicken (760 Chicken LLC),538 Lee ST,Atlanta,GA,30310,2018-09-24,99,33.7403865,-84.4136760
Church's Chicken (747 Chicken LLC),1796 Delowe DR,Atlanta,GA,30311,2019-05-06,91,33.7061597,-84.4569123
"Snoball Effect, LLC",1699 Sylvan RD,Atlanta,GA,30310,2019-07-03,100,33.7084616,-84.4185386
Cibo Atlanta LLC,4969 Roswell RD STE 245,Atlanta,GA,30342,2019-10-24,96,33.8900622,-84.3807352
Lavena Cafe,11585 Jones Bridge RD STE 230,Alpharetta,GA,30022,2019-06-20,100,34.0618681,-84.2146435
Never Enough Thyme,8 S Main ST,Alpharetta,GA,30009,2019-11-19,99,34.0751749,-84.2943445
Gyro City Grill,1475 Holcomb Bridge RD,Roswell,GA,30076,2020-01-24,96,34.0180863,-84.3182528
Sodexo at Grady Health-Starbuck's,80 Jesse Hill DR SE,Atlanta,GA,30303,2018-10-01,90,33.7517652,-84.3819669
Sodexo at Grady Health-Hughes Spalding Children's Hospital,35 Jesse Hill DR SE,Atlanta,GA,30303,2018-10-10,100,33.7539006,-84.3820093
Sodexo at Grady Health-Main Kitchen 1st Floor,80 Jesse Hill DR SE,Atlanta,GA,30303,2019-04-02,96,33.7517652,-84.3819669
JLS Catering dba/ For All Occasions & More,1440 Spring ST NW,Atlanta,GA,30309,2019-06-17,93,33.7936888,-84.3895321
Wing Station #2,757 Cleveland AVE,Atlanta,GA,30315,2018-10-25,99,33.6815684,-84.4142017
"Fellaship, LLC 1st Floor Kitchen & Bar",110 Centennial Olympic Park DR SW,Atlanta,GA,30313,2019-07-24,84,33.7517828,-84.3992599
B Social,8540 Roswell RD STE 100,Atlanta,GA,30350,2018-10-24,100,33.9866002,-84.3515327
Vintage Frozen Custard,1075 Canton RD,Roswell,GA,30075,2019-02-27,100,34.0277789,-84.3609002
Mount Vernon Prebyterian School-Lower School,471 Mount Vernon HWY NE FL 2nd,Atlanta,GA,30328,2020-02-06,100,33.9241493,-84.3716653
Mount Vernon Presbyterian School-Middle School,510 Mount Vernon HWY NE,Atlanta,GA,30328,2020-02-06,100,33.9285928,-84.3679021
Foodgatti,960 Spring ST NW,Atlanta,GA,30309,2018-08-01,100,33.7808934,-84.3891679
Cupanions Kitchen and Coffee,4920 Roswell RD SE STE 14,Atlanta,GA,30339,2020-02-04,85,33.8895250,-84.3832826
WNB Factory,2090 Dunwoody Club DR STE 103,Atlanta,GA,30350,2019-11-21,99,33.9606791,-84.3012731
La Teda Tapas & Tequila,5815 Windward PKWY STE 211,Alpharetta,GA,30004,2020-02-05,100,34.0875746,-84.2557831
Cafe Vendome,6400 Bluestone RD STE 110,Atlanta,GA,30328,2019-11-13,92,33.9252434,-84.3825418
Mazzy's Sports Tavern,13695 Highway 9 STE 106,Milton,GA,30004,2019-06-20,97,34.1142949,-84.2683313
Hutchinson Elementary School,220 Northside DR SW,Atlanta,GA,30314,2019-10-25,97,33.7484271,-84.4046757
Westside Atlanta Charter School @ Archer,2215 Perry BLVD NW,Atlanta,GA,30318,2019-11-05,100,33.8057178,-84.4611881
Gideons Elementary School @ Parks,1090 Windsor ST SW,Atlanta,GA,30310,2018-08-13,100,33.7252413,-84.3978133
Capital City Club-Overlook,53 W Brookhaven DR NE,Atlanta,GA,30319,2020-01-29,100,33.8644713,-84.3500438
Krab Kingz,2636 MLK Jr. DR STE 5,Atlanta,GA,30311,2020-01-15,87,33.7527051,-84.4742758
Loteria Grill,3535 Northside PKWY,Atlanta,GA,30327,2019-12-02,99,33.8505719,-84.4290813
New Orleans Daiquiri Bar & Grill,5415 Old National HWY,Atlanta,GA,30349,2020-01-02,80,33.6074601,-84.4718040
Gocha's Breakfast Bar LLC,3695 Cascade RD,Atlanta,GA,30331,2019-08-30,95,33.7249760,-84.5083727
"Thousand Hills Flat Iron, LLC",84 Peachtree ST NW,Atlanta,GA,30303,2019-06-21,98,33.7558823,-84.3889200
King & Spalding Cafe Outdoor Bar & Grill,1180 Peachtree ST NE,Atlanta,GA,30309,2019-04-04,100,33.7869284,-84.3840985
American Deli,10479 Alpharetta ST STE 15,Roswell,GA,30075,2020-01-08,100,34.0339887,-84.3459066
Midtown Moon Main Bar & Bar 3&4,1492 Piedmont AVE STE F,Atlanta,GA,30309,2018-08-28,97,33.7957003,-84.3708211
Sugar Factory Kitchen,1080 Peachtree ST STE 10,Atlanta,GA,30309,2020-01-21,84,33.7839725,-84.3841840
Sugar Factory Bar,1080 Peachtree ST STE 10,Atlanta,GA,30303,2019-10-03,97,33.7835549,-84.3842607
Buteco (Base of Operation),1039 Grant ST STE C-10,Atlanta,GA,30315,2019-04-09,91,33.7258352,-84.3769365
Five Guys,1133 Woodstock RD STE 100,Roswell,GA,30075,2020-01-30,100,34.0624698,-84.3962197
Sodexo at Grady Health- Austin Grill/Global,80 Jesse Hill DR SE,Atlanta,GA,30303,2019-04-02,95,33.7517652,-84.3819669
Sodexo at Grady Health- Chick-fil-A,80 Jesse Hill DR SE,Atlanta,GA,30303,2019-04-02,99,33.7517652,-84.3819669
Sodexo at Grady Health- Pizza,80 Jesse Hill DR SE,Atlanta,GA,30303,2019-04-02,96,33.7517652,-84.3819669
Sodexo at Grady Health- So Deli,80 Jesse Hill DR SE,Atlanta,GA,30303,2019-04-02,100,33.7517652,-84.3819669
Highland Bakery Midtown,1180 Peachtree ST NE,Atlanta,GA,30309,2019-04-04,95,33.7869284,-84.3840985
Yummy Steak House,12330 Crabapple RD STE 160,Alpharetta,GA,30004,2019-08-09,91,34.0817672,-84.3579429
Playa Bowls,661 Auburn AVE STE 160,Atlanta,GA,30312,2019-12-12,90,33.7563222,-84.3654592
Dua Vietnamese,760 S. Central AVE,Atlanta,GA,30354,2020-01-10,83,33.6613520,-84.4143326
WNB Factory Cascade,1075 Fairburn RD STE 101,Atlanta,GA,30331,2019-07-01,99,33.7254581,-84.5116667
Mount Vernon Presbyterian School-Upper School,510 Mount Vernon HWY,Atlanta,GA,30328,2020-02-06,100,33.9280036,-84.3685958
Pho 24,6050 Roswell RD STE 100,Atlanta,GA,30328,2019-12-09,97,33.9198584,-84.3793353
Hop City West End,929 Lee St,Atlanta,GA,30310,2019-11-21,91,33.7291555,-84.4163011
My Potato Factory LLC,1521 Ralph David Abernathy BLVD,Atlanta,GA,30310,2019-04-09,91,33.7432786,-84.4375434
Gong Cha,6135 Roswell RD,Atlanta,GA,30328,2019-05-21,100,33.9226189,-84.3788722
Poke Fresh,5530 Windward PKWY STE 1040-G,Alpharetta,GA,30004,2019-11-13,97,34.0887164,-84.2677097
El Rocio Mexican Resturant,2873 Main ST,Atlanta,GA,30344,2019-07-16,85,33.6769489,-84.4415336
Checkers #C278,2191 Campbellton RD SW,Atlanta,GA,30311,2019-10-07,84,33.7057946,-84.4601824
Bilt Coffee - Catering Kitchen,398 14th ST NW,Atlanta,GA,30318,2019-01-03,100,33.7859504,-84.4003024
Badgett Stadium City of College Park,3636 College ST,Atlanta,GA,30337,2019-03-19,100,33.6559166,-84.4508636
"Sababa36, LLC dba Watershed on Peachtree",1820 Peachtree RD NE,Atlanta,GA,30309,2019-04-11,89,33.8149417,-84.3921633
Marco's Pizza,5851 Buffington RD STE,Atlanta,GA,30349,2019-02-11,86,33.5972082,-84.4988071
McDonald's,1000 Johnson Ferry RD,Atlanta,GA,30342,2019-05-16,88,33.9093745,-84.3546157
McDonald's,4362 Roswell RD,Atlanta,GA,30342,2019-11-20,97,33.8739088,-84.3814733
Oshi Poke Bowl & Sushi,875 N Main ST,Alpharetta,GA,30004,2019-11-18,95,34.0931491,-84.2796018
Rio's Italian Ice Carnival Food Truck,1518 Jonesboro RD STE A-2,Atlanta,GA,30315,2019-01-31,100,33.7127960,-84.3822293
Hot Dog Factory,75 Piedmont AVE,Atlanta,GA,30303,2019-02-22,92,33.7566635,-84.3819613
Peachtree Hospitality dba Homewood Suites,3566 Piedmont RD,Atlanta,GA,30305,2020-02-13,96,33.8515976,-84.3806120
Shawerma Non Stop,1937 Peachtree RD NE,Atlanta,GA,30309,2019-05-14,99,33.8147576,-84.3918268
CNN Center-Deli (3rd Floor),190 Marietta ST,Atlanta,GA,30303,2019-07-01,95,33.7590584,-84.3950221
Abuelos Mexican Kitchen,6631 Roswell RD STE I,Atlanta,GA,30328,2020-02-03,97,33.9361300,-84.3766180
Sunny Garden Inc DBA Su's Chinese Cuisine,1510 Piedmont AVE STE F,Atlanta,GA,30324,2019-11-08,72,33.7965477,-84.3709212
Freshii,12460 Crapapple RD STE 502,Alpharetta,GA,30004,2019-06-13,100,34.0850282,-84.3572070
Krespos,108 Magnolia ST,Roswell,GA,30075,2018-09-17,100,34.0224506,-84.3651191
HPC & G d/b/a Hodgepodge Coffeehouse,1 Moreland AVE NE,Atlanta,GA,30307,2019-12-17,100,33.7535830,-84.3492030
Double Tree by Hilton Atlanta-Roswell-Kitchen,1075 Holcomb Bridge RD,Roswell,GA,30076,2020-01-07,100,34.0217881,-84.3296353
Double Tree by Hilton Atlanta-Roswell-Lounge,1075 Holcomb Bridge RD,Roswell,GA,30076,2018-10-15,100,34.0217881,-84.3296353
Vintage Frozen Custard Mobile,1075 Canton ST,Roswell,GA,30075,2018-09-07,100,34.0277789,-84.3609002
Route 66 Restaurant Music Venue - Bar 2,6000 Medlock Bridge PKWY,Alpharetta,GA,30022,2019-02-19,100,34.0316919,-84.1881035
Route 66 Restaurant Music Venue - Bar 1,6000 Medlock Bridge PKWY,Alpharetta,GA,30022,2019-02-19,100,34.0316919,-84.1881035
Route 66 Restaurant Music Venue - Bar 3,6000 Medlock Bridge PKWY,Alpharetta,GA,30022,2019-02-19,96,34.0316919,-84.1881035
Bruster's Ice Cream,3855 Old Milton PKWY,Alpharetta,GA,30005,2019-02-06,100,34.0617853,-84.2472345
Alaydi Cafe,1174 Pryor RD STE F,Atlanta,GA,30315,2019-02-14,97,33.7228838,-84.3923743
Casa De Quesadilla,8757 Dunwoody PL,Atlanta,GA,30350,2019-12-12,91,33.9964233,-84.3493781
"WX Hotels-Pharr Road, LLC d/b/a The KOP Lounge",505 Pharr RD NE,Atlanta,GA,30305,2019-11-12,100,33.8363198,-84.3715782
Smoothie King,876 Virginia AVE STE A,Atlanta,GA,30354,2019-09-11,97,33.7820795,-84.3587167
