name,STREETADDRESS,STREETCITY,STREETSTATE,STREETCOUNTRY,STREETZIPCODE,STREETCOUNTY,STREETMSA,Employment (Individual Site - Current Year),PRIMARYNAICS,Category,SubCategory,SIC8DIGIT,Description,coi_sector,COI Sub-sector,lat,lon
CHATTAHOOCHEE AIR PARK AIRPORT (4GA6),3177 HIGHWAY 166,DOUGLASVILLE,GA,USA,30135-5103,DOUGLAS,43,2,488119,OTHER AIRPORT OPERATIONS,AIRPORT/AIRPORT SERVICES,45810000,AIRPORTS FLYING FIELDS AND SERVICES,AIR,,33.4871363,-82.0122087
G POWER COURIERS INC,319 ATLANTA ST SE # 301,MARIETTA,GA,USA,30060-2261,COBB,43,20,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,33.400132,-82.012089
FREIHOFER TRANSPORT- INC,200 OTTLEY DR NE,ATLANTA,GA,USA,30324-3968,FULTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.4938345,-82.011685
H N D ENTERPRISES- INC,3586 WAR HILL PARK RD,DAWSONVILLE,GA,USA,30534-7458,DAWSON,0,1,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,33.267151,-82.01156
UNITED PARCEL SERVICE- INC.,13100 HWY 144,RICHMOND HILL,GA,USA,31324-7349,BRYAN,538,38,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,30.8305102,-82.0098375
PAGE & SONS SERVICES INC,166 ACADEMY AVE N,LEESBURG,GA,USA,31763-4322,LEE,16,7,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR REPAIR SERVICES HEAVY CONSTRUCTION,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.0856459,-82.009645
MICHAEL WOODARD,156 JONES MILL RD,GRAY,GA,USA,31032-3748,JONES,343,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.0856459,-82.009645
C HANNAH ENTERPRISES INC.,388 BULLSBORO DR,NEWNAN,GA,USA,30263-1069,COWETA,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42139903,CONTRACT HAULERS,TRUCK,Dry Van,33.2579565,-82.0092703
D & R TRUCKING ENTERPRISES INC,4035 KENNER DR SW,ATLANTA,GA,USA,30331-3766,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.507969,-82.008887
LINE TRANSPORT LLC,2508 RIVER DR,GAINESVILLE,GA,USA,30506-1830,HALL,0,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3509549,-82.0088019
CHARLES NEAL MCBRAYER,3975 N UNION RD,LENOX,GA,USA,31637-3512,COOK,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.199527,-82.008312
TTR ENTERPRISES- INC.,250 LORI LN,RIVERDALE,GA,USA,30296-1646,CLAYTON,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT LOCAL TRUCKING-WITH STORAGE,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.0977606,-82.0080605
ATLANTA PREMUIM TRUCKING SERVICE LLC,9124 COMSTOCK CT,COVINGTON,GA,USA,30014-3776,NEWTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4291328,-82.0076307
B & N TRUCKING INC,1027 BACON RD,FORT STEWART,GA,USA,31313-5228,LIBERTY,0,12,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4290833,-82.0068641
GT TRANSPORTATION INC,103 GUTHRIE WAY,PEACHTREE CITY,GA,USA,30269-1693,FAYETTE,43,4,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890101, CAR LOADING ,RAIL,,33.3371358,-82.0065873
LAWNSENSE- LLC,202 ATLANTA AVE SE,ATLANTA,GA,USA,30315-1963,FULTON,43,2,488490,OTHER SUPPORT ACTIVITIES FOR ROAD TRANSPORTATION,TRUCK TERMINAL FACILITY,42310000,TRUCKING TERMINAL FACILITIES,TRUCK,,33.4309424,-82.006147
BULL DAWG TRUCKING- LLC.,406 E BROAD ST FIRBURN FAIRBURN,FAIRBURN,GA,USA,30213,FULTON,43,11,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR TRANSPORTATION SERVICES,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,30.8318838,-82.006004
HERON ENTERPRISES- INC.,6998 ROGERS LAKE RD,LITHONIA,GA,USA,30058-5121,DEKALB,43,25,484110,"GENERAL FREIGHT TRUCKING, LOCAL",TRUCKING & HAULING,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3626043,-82.0058702
P&T DISRIBUTORS LLC,289 PINE HILL RD,TUNNEL HILL,GA,USA,30755-7865,WHITFIELD,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.2417879,-82.0058501
RUNNA DELIVERIES- LLC,120 SHADY BROOK WALK,FAYETTEVILLE,GA,USA,30214-2666,FAYETTE,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129903," DELIVERY SERVICE, VEHICULAR ",TRUCK,Local,33.381817,-82.0055865
WHATS UP HD,2166 HAWKS BLUFF TRL,LAWRENCEVILLE,GA,USA,30044-1811,GWINNETT,43,3,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,33.45788,-82.005188
CEEMAN TRANSPORTATION LLC,122 SPRINGWOOD VALLEY RD,STOCKBRIDGE,GA,USA,30281-3115,HENRY,43,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.4096467,-82.0044366
WOOD TRUCK LINES LLC,145 NEWTON BRIDGE INDUSTR,ATHENS,GA,USA,30607-1342,CLARKE,42,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4096467,-82.0044366
JUBIDU- LLC,5946 TATE DR,AUSTELL,GA,USA,30106-3186,COBB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR FREIGHT TRANSPORTATION ARRANGEMENT,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4096467,-82.0044366
DRIVERIGHT INC,5097 TANAGA CT,STONE MOUNTAIN,GA,USA,30087-4042,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4096467,-82.0044366
BALOZI TRUCKING INCORPORATED,4170 MISTYMORN WAY,POWDER SPRINGS,GA,USA,30127-2591,COBB,43,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3783915,-82.0041171
BLC LOGISTICS,312 CROSSTOWN DR STE 263,PEACHTREE CITY,GA,USA,30269-2948,FAYETTE,43,3,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.447161,-82.002685
SPECIAL DELIVERY,27 PHILLIPS DR,FORT OGLETHORPE,GA,USA,30742-3755,CATOOSA,115,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3684165,-82.0025207
WILL DELIVER TRUCKING LLC,8242 ELM CT,JONESBORO,GA,USA,30236-3979,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.2547866,-82.0018492
BT TRUCKING LLC,502 OLDE ROSE CT,RIVERDALE,GA,USA,30274-3585,CLAYTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.688977,-82.00151
FLEXPATH LOGISTICS LLC,965 WELCH ST SW,ATLANTA,GA,USA,30310-2970,FULTON,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310104, TRUCK TRANSPORTATION BROKERS ,TRUCK,,30.8349339,-81.9998155
GVIC TRUCKING LLC,219 JACKSON ST E,DOUGLAS,GA,USA,31533-4620,COFFEE,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3479363,-81.9998155
SUPER K EXPRESS,600 CASTLEWOOD RD,TYRONE,GA,USA,30290-2011,FAYETTE,43,20,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4712551,-81.9997555
HP TRANSPORT,616 GROVE POINTE WAY,LOCUST GROVE,GA,USA,30248-4513,HENRY,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,30.8345055,-81.9997513
GALLAGHER TRUCKING INC,109 LAZY LAGOON WAY,SAVANNAH,GA,USA,31410-2446,CHATHAM,538,4,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.397688,-81.9995599
LUCKY 1 COURIER LLC,525 HONEYDEW LN SW,LILBURN,GA,USA,30047-2130,GWINNETT,43,1,492110,COURIERS AND EXPRESS DELIVERY SERVICES,COURIER SERVICE,42150000,COURIER SERVICES EXCEPT BY AIR,TRUCK,Courier/Parcel,30.8358267,-81.9989301
GLOBAL MS LLC,3940 BUFORD HWY STE A107,DULUTH,GA,USA,30096-8212,GWINNETT,43,2,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.0828943,-81.9986467
CMS LEGACY EXPRESS- LLC,2561 FOXY DR,BETHLEHEM,GA,USA,30620-7669,BARROW,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,32.7206754,-81.9980266
PICK UP & GO MOVERS LLC,250 PHARR RD NE APT 307,ATLANTA,GA,USA,30305-2271,FULTON,43,8,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.431505,-81.997262
NERDS ON 18 WHEELS- LLC,293 GRIFFIN ST NW,ATLANTA,GA,USA,30314-3917,FULTON,43,1,484230,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LONG-DISTANCE",TRUCKING OPERATOR-NONLOCAL,42139901,AUTOMOBILES TRANSPORT AND DELIVERY,TRUCK,Automobiles,33.3155584,-81.9969191
ADAMS ENTERPRISE LLC,5467 BRANDON CT,STONE MOUNTAIN,GA,USA,30088-3205,DEKALB,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3853469,-81.9965358
COVINGTON DELLINE- INC,55 SALEM BRANCH RD,COVINGTON,GA,USA,30016-4190,NEWTON,43,5,488510,FREIGHT TRANSPORTATION ARRANGEMENT,CHECKS CREDIT CARDS,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.3540346,-81.9942407
J. W. FANNING TRUCKING- INC.,3219 FORT MORRIS RD,MIDWAY,GA,USA,31320-6207,LIBERTY,0,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4246144,-81.9939375
CUMBERLAND COMMUNITY IMPROVEMENT DISTRICT,240 INTERSTATE NORTH PKWY,ATLANTA,GA,USA,30339-6626,FULTON,43,5,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4649157,-81.9937884
HAUL ALL TRUCKING INC.,105 WINDSOR DR,FAYETTEVILLE,GA,USA,30215-5415,FAYETTE,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4218097,-81.9933769
2 WILL S TRUCKING- INC.,727 ROBIN HOOD DR,HINESVILLE,GA,USA,31313-3986,LIBERTY,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.385398,-81.993249
AMERICAN CONVOY- LLC,645 HENDERSON DR STE 7,CARTERSVILLE,GA,USA,30120-3739,BARTOW,0,2,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,32.8231076,-81.9931519
JVCA TRANSPORTATION- INC,1729 PINEHURST VIEW CT,GRAYSON,GA,USA,30017-7929,GWINNETT,43,7,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.424863,-81.992938
KITE TRANSPORT LLC,6175 FIELD STONE DR,DOUGLASVILLE,GA,USA,30134-2292,DOUGLAS,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4228714,-81.9928939
PERMANENT INK L.L.C.,900 WENDELL CT SW,ATLANTA,GA,USA,30336-1758,FULTON,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.4781551,-81.9923614
PEACHTREE CITY AIRPORT AUTHORITY,7 FALCON DR,PEACHTREE CITY,GA,USA,30269-1927,FAYETTE,43,10,488119,OTHER AIRPORT OPERATIONS,AIRPORT/AIRPORT SERVICES,45810301,AIRPORT,AIR,,33.223055,-81.992012
PARRISH&RIVERS LOGISTICS,120 TASHA CIR,ELLENWOOD,GA,USA,30294-3046,DEKALB,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,31.140821,-81.9909121
NORFOLK SOUTHERN RAILWAY COMPANY,1234 6TH AVE,COLUMBUS,GA,USA,31901-2613,MUSCOGEE,133,300,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,RAILROAD TERMINAL AND SWITCHING,40139904, RAILROAD TERMINALS ,RAIL,,31.3670037,-81.9909114
CARLYN PHILLIPS MAKE-UP ARTISTRY LLC,625 HOLCOMBS POND CT,ALPHARETTA,GA,USA,30022-2862,FULTON,43,1,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,31.9997655,-81.9903896
BOSS TRUCKING UNLIMITED LLC,1415 CUSTER AVE SE,ATLANTA,GA,USA,30316-3330,FULTON,43,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.1823502,-81.9898959
EAST ATLANTA ENTERPRISES L.L.C.,448 MAYNARD TER SE,ATLANTA,GA,USA,30316-1710,FULTON,43,7,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,30.890411,-81.9887594
RON RICE,606 WOODALE DR SE,SMYRNA,GA,USA,30080-1448,COBB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.465332,-81.9884677
TIMOTHY REAGIN,618 LEES MILL RD,FAYETTEVILLE,GA,USA,30214-3515,FAYETTE,43,1,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,31.5464969,-81.987129
FREEDOM FREIGHT LINE- LLC,13100 HWY 144 264,RICHMOND HILL,GA,USA,31324-7349,BRYAN,538,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.3149783,-81.9862486
JAMMY MCCOY TRUCKING AND RECOVERY,1950 LAMAR CREEK RD,SANDERSVILLE,GA,USA,31082-8715,WASHINGTON,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4466127,-81.9859078
ZARA TRUCKING LLC,5115 NEW PEACHTREE RD B,ATLANTA,GA,USA,30341-3326,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3559161,-81.9849093
MOVIN UP,212 ARDSLEY PL,NORCROSS,GA,USA,30093-5207,GWINNETT,43,2,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,COURIER SERVICE,42159903," PACKAGE DELIVERY, VEHICULAR ",TRUCK,Courier/Parcel,32.3569045,-81.9845658
C. H. ROBINSON INTERNATIONAL- INC.,3800 CAMP CREEK PKWY SW,ATLANTA,GA,USA,30331-6247,FULTON,43,50,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.4447305,-81.9845295
SIMPSON TRUCKING,1641 GA HIGHWAY 27 N,COLQUITT,GA,USA,39837-6031,MILLER,0,2,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,33.3140553,-81.984438
RYANCO TRANSPORT INC,3105 MARY ANN WAY,LAKE PARK,GA,USA,31636-4625,LOWNDES,0,9,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR TRUCKING OPERATOR-NONLOCAL,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3194382,-81.9841398
THREE D TRANSPORTATION & STORAGE,139 MEADOW DR,MACON,GA,USA,31211-7519,BIBB,343,6,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT BUSINESS SERV NON-COMMERCIAL SITE,47310000, FREIGHT TRANSPORTATION ARRANGEMENT ,FREIGHT FORWARDING,,33.3549099,-81.984121
TAXI TRUCKING GROUP LLC,235 WINNSTEAD PL,COVINGTON,GA,USA,30016-1985,NEWTON,43,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3971005,-81.9840759
W BARFIELD- SHERRY,522 AKRIDGE RD,OCHLOCKNEE,GA,USA,31773-1667,THOMAS,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4798305,-81.9833902
AAA COOPER TRANSPORTATION,25 BONNELL ST,NEWNAN,GA,USA,30263-1603,COWETA,0,55,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRANSPORTATION SERVICES,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.349464,-81.9833517
PREMIER MOVERS OF THE SOUTH LLC,195 RANDOLPH ST NE APT 17,ATLANTA,GA,USA,30312-1469,FULTON,43,2,488210,SUPPORT ACTIVITIES FOR RAIL TRANSPORTATION,TRANSPORTATION SERVICES,47890100, CARGO LOADING AND UNLOADING SERVICES ,RAIL,,33.3806824,-81.9832727
KENNETH L GRANT,1374 JOHNNY FREEMAN RD,COLQUITT,GA,USA,39837-5736,MILLER,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.20439,-81.981226
A & F TRUCKING- INC.,3122 JACKSON RD,MC INTYRE,GA,USA,31054-2502,WILKINSON,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.20439,-81.981226
V.R. DANIEL TRANSPORT LLC,63 E COGGINS RD,NEWNAN,GA,USA,30263-4685,COWETA,0,1,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT BUSINESS SERV NON-COMMERCIAL SITE,47310200, FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.3976799,-81.9809233
ALT FREIGHT AND LOGISTICS,442 N INDIAN CREEK DR,CLARKSTON,GA,USA,30021-2360,DEKALB,43,3,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310100, TRANSPORTATION AGENTS AND BROKERS ,TRUCK,,31.1298336,-81.979897
J. P BUFFINGTON TRUCKING,4825 MOSS TRCE,ELLENWOOD,GA,USA,30294-3783,DEKALB,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,32.523243,-81.979676
LEGAL TRUCKING,1519 LIBERTY EXPY SE,ALBANY,GA,USA,31705-5904,DOUGHERTY,16,3,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,31.1260591,-81.9792032
BRYSON TRANSPORT LLC,7156 TYREE RD,WINSTON,GA,USA,30187-1212,DOUGLAS,43,1,484220,"SPECIALIZED FREIGHT (EXCEPT USED GOODS) TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42129905,DUMP TRUCK HAULAGE,TRUCK,Dump Truck,33.4640999,-81.9791766
ALWAYS READY COURIER SERVICES- INC.,10 PERMTER SUMMIT BLVD NE,BROOKHAVEN,GA,USA,30319-1429,DEKALB,43,10,484121,"GENERAL FREIGHT TRUCKING, LONG-DISTANCE, TRUCKLOAD",TRUCKING OPERATOR-NONLOCAL,42130000,TRUCKING EXCEPT LOCAL,TRUCK,Dry Van,33.3271325,-81.9788357
V & M TRUCKING LLC,2159 TALBOT RDG,JONESBORO,GA,USA,30236-9019,CLAYTON,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.3530918,-81.9778345
HONEYWELL INTERNATIONAL INC.,500 GULFSTREAM RD,SAVANNAH,GA,USA,31408-9643,CHATHAM,538,4,488190,OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION,AIRPORT/AIRPORT SERVICES,45810202,AIRCRAFT SERVICING AND REPAIRING,AIR,,31.2194604,-81.977667
DNA LOGISTICS- LLC,6186 INDIAN WOOD CIR SE,MABLETON,GA,USA,30126-2965,COBB,43,1,482111,LINE-HAUL RAILROADS,RAILROAD LINE-HAUL OPERATOR,40110000,RAILROADS LINE-HAUL OPERATING,RAIL,,33.4694305,-81.9771954
D & K DISTRIBUTING- INC.,393 EDGEWOOD RD NE,CRAWFORDVILLE,GA,USA,30631-2509,TALIAFERRO,0,2,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.4802404,-81.9762155
BEAUTY AND THE BEAST TRUCKING- INC.,63 ASHLAND CIR,DOUGLASVILLE,GA,USA,30134-6643,DOUGLAS,43,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING OPERATOR,42120000," LOCAL TRUCKING, WITHOUT STORAGE ",TRUCK,Local,33.472482,-81.9758637
D & W ENTERPRISE,149 POPE RD,BAINBRIDGE,GA,USA,39817-8020,DECATUR,0,1,484110,"GENERAL FREIGHT TRUCKING, LOCAL",LOCAL TRUCKING-WITH STORAGE,42140000, LOCAL TRUCKING WITH STORAGE ,TRUCK,Local,31.2205506,-81.9749993
BLUE MOON HOMES,201 FELTON DR,ROCKMART,GA,USA,30153-2024,POLK,0,3,493110,GENERAL WAREHOUSING AND STORAGE,GENERAL WAREHOUSE/STORAGE,42250000,GENERAL WAREHOUSING AND STORAGE,OTHER,,33.4545517,-81.9741491
WORLD ASIA LOGISTICS- INC.,3483 SATELLITE BLVD # 210,DULUTH,GA,USA,30096-8692,GWINNETT,43,14,488510,FREIGHT TRANSPORTATION ARRANGEMENT,FREIGHT TRANSPORTATION ARRANGEMENT,47310202, FOREIGN FREIGHT FORWARDING ,FREIGHT FORWARDING,,33.3637098,-81.9740213
